cod;pais;cidade;veiculo;timestamp_resp;genero;renda_familiar;local_residencia;posse_bicicleta;posse_bicicleta_eletrica;posse_patinete_eletrica;posse_motocicleta;posse_automovel;posse_nenhum_desses;motivo;migracao_modal;m_caminhada;m_app_taxi;m_automovel;m_onibus_local;m_onibus_corredor;m_metro_trem;m_nao;integracao;i_metro;i_trem;i_onibus;i_fretado;i_automovel;i_app_taxi;i_nao;acidente;a_caminhada;a_bicicleta_propria;a_bicicleta_compartilhada;a_patinete_compartilhada;a_motocicleta;a_automovel;a_transporte_coletivo;a_nao;calcadas_largas_planas;ciclovias_ciclofaixas;traffic_calming;respeito_motoristas;capacete
Y4412;BR;SAO PAULO;PATINETE;25/03/2019 08:22;MASCULINO;DE 05 A 10 SM;FORA - ZONA SUL;1;0;0;0;1;0;LAZER;NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;3;2;4;1;5
Y4413;BR;SAO PAULO;PATINETE;25/03/2019 08:24;MASCULINO;DE 03 A 05 SM;FORA - ZONA OESTE;1;0;0;1;1;0;LAZER;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; SIM;0;0;0;0;1;0;0;0;2;3;4;1;5
Y4414;BR;SAO PAULO;BICICLETA;25/03/2019 08:25;MASCULINO;DE 10 A 20 SM;FORA - CENTRO;1;0;0;0;0;0;LAZER;SIM;0;1;0;0;0;1;0; NAO;0;0;0;0;0;0;1; SIM;0;1;0;0;0;1;1;0;4;3;2;1;5
Y4415;BR;SAO PAULO;PATINETE;25/03/2019 08:27;MASCULINO;DE 10 A 20 SM;DENTRO;1;0;0;0;1;0;OUTROS;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;4;2;1;3
Y4416;BR;SAO PAULO;PATINETE;25/03/2019 08:34;FEMININO;DE 03 A 05 SM;FORA - ZONA SUL;1;0;0;0;0;0;EDUCACAO;SIM;1;0;0;0;1;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;1;2;5;3;4
Y4417;BR;SAO PAULO;BICICLETA;25/03/2019 08:49;FEMININO;DE 02 A 03 SM;FORA - ZONA SUL;0;0;0;0;0;1;OUTROS;SIM;1;0;0;1;1;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;1;2;3;4
Y4418;BR;SAO PAULO;PATINETE;25/03/2019 08:50;MASCULINO;DE 10 A 20 SM;DENTRO;0;0;0;0;0;1;TRABALHO;SIM;0;1;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;2;1;3;4;5
Y4419;BR;SAO PAULO;PATINETE;25/03/2019 08:51;MASCULINO;DE 10 A 20 SM;DENTRO;1;0;0;0;1;0;LAZER;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;4;3;2;1
Y4420;BR;SAO PAULO;PATINETE;25/03/2019 09:01;MASCULINO;MAIS DE 20 SM;FORA - ZONA SUL;1;0;0;0;1;0;LAZER;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;3;1;2;5
Y4421;BR;SAO PAULO;BICICLETA;25/03/2019 09:04;MASCULINO;DE 05 A 10 SM;FORA - ZONA SUL;0;0;0;0;0;1;TRABALHO;SIM;1;1;0;0;0;1;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;4;2;3;1
Y4422;BR;SAO PAULO;BICICLETA;25/03/2019 09:05;MASCULINO;MAIS DE 20 SM;DENTRO;1;0;0;0;1;0;OUTROS;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;1;4;3;2
Y4423;BR;SAO PAULO;PATINETE;25/03/2019 09:10;MASCULINO;DE 10 A 20 SM;FORA - ZONA NORTE;0;0;0;0;1;0;OUTROS;SIM;0;0;0;0;1;0;0; SIM;0;0;0;0;1;0;0; SIM;0;0;0;1;0;0;0;0;4;5;1;3;2
Y4424;BR;SAO PAULO;BICICLETA;25/03/2019 09:24;FEMININO;DE 02 A 03 SM;FORA - ZONA SUL;0;0;0;0;0;1;LAZER;NAO;0;0;0;0;0;0;1; SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;3;2;4;1;5
Y4425;BR;SAO PAULO;PATINETE;25/03/2019 09:26;MASCULINO;MAIS DE 20 SM;DENTRO;0;0;0;0;1;0;LAZER;SIM;1;0;0;0;0;0;0; SIM;0;0;0;0;1;0;0; NAO;0;0;0;0;0;0;0;1;4;5;2;3;1
Y4426;BR;SAO PAULO;PATINETE;25/03/2019 09:27;MASCULINO;DE 01 A 02 SM;DENTRO;1;0;0;0;1;0;COMPRAS;SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;4;2;3;1
Y4427;BR;SAO PAULO;BICICLETA;25/03/2019 09:28;MASCULINO;DE 05 A 10 SM;DENTRO;1;0;0;0;0;0;TRABALHO;SIM;1;0;0;0;1;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;3;4;1;2
Y4428;BR;SAO PAULO;PATINETE;25/03/2019 09:38;MASCULINO;DE 05 A 10 SM;FORA - ZONA NORTE;0;0;0;0;1;0;LAZER;NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;1;2;4;3;5
Y4429;BR;SAO PAULO;PATINETE;25/03/2019 09:42;MASCULINO;DE 10 A 20 SM;DENTRO;0;0;0;0;1;0;OUTROS;SIM;1;0;1;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;4;1;3;2
Y4430;BR;SAO PAULO;PATINETE;25/03/2019 09:53;FEMININO;DE 05 A 10 SM;FORA - ZONA NORTE;1;0;0;0;0;0;TRABALHO;SIM;0;0;1;1;1;0;0; SIM;0;1;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;4;5;3;2;1
Y4431;BR;SAO PAULO;BICICLETA;25/03/2019 09:58;FEMININO;DE 10 A 20 SM;DENTRO;0;0;0;0;0;1;COMPRAS;SIM;1;0;0;0;0;0;0; SIM;0;1;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;4;5;3;2;1
Y4432;BR;SAO PAULO;BICICLETA;25/03/2019 10:04;MASCULINO;MAIS DE 20 SM;FORA - ZONA LESTE;1;1;0;0;1;0;TRABALHO;SIM;1;0;0;0;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;3;5;2;4;1
Y4433;BR;SAO PAULO;PATINETE;25/03/2019 10:05;MASCULINO;DE 05 A 10 SM;FORA - ZONA OESTE;1;0;0;1;0;0;LAZER;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;3;5;4;2;1
Y4434;BR;SAO PAULO;PATINETE;25/03/2019 10:06;MASCULINO;DE 03 A 05 SM;FORA - ZONA SUL;1;0;0;0;0;0;TRABALHO;SIM;0;1;0;0;0;0;0; SIM;0;0;0;0;0;1;0; SIM;0;1;0;0;0;0;0;0;2;3;1;5;4
Y4435;BR;SAO PAULO;BICICLETA;25/03/2019 10:11;MASCULINO;DE 01 A 02 SM;FORA - ZONA SUL;0;0;0;0;0;1;EDUCACAO;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;2;4;3;1
Y4436;BR;SAO PAULO;PATINETE;25/03/2019 10:12;FEMININO;DE 03 A 05 SM;FORA - CENTRO;0;0;0;0;1;0;LAZER;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; SIM;1;0;0;0;0;1;0;0;5;4;3;2;1
Y4437;BR;SAO PAULO;BICICLETA;25/03/2019 10:14;FEMININO;DE 02 A 03 SM;FORA - ZONA SUL;0;0;0;0;0;1;LAZER;SIM;0;0;0;0;0;1;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;3;1;4;2;5
Y4438;BR;SAO PAULO;BICICLETA;25/03/2019 10:15;MASCULINO;DE 01 A 02 SM;FORA - ZONA SUL;0;0;0;0;0;1;TRABALHO;SIM;1;1;0;1;1;1;0; SIM;1;1;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;1;5;4;3;2
Y4439;BR;SAO PAULO;PATINETE;25/03/2019 10:16;FEMININO;DE 05 A 10 SM;DENTRO;0;0;0;0;1;0;LAZER;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; SIM;0;0;0;0;1;0;0;0;5;4;3;2;1
Y4440;BR;SAO PAULO;PATINETE;25/03/2019 10:17;FEMININO;DE 05 A 10 SM;FORA - ZONA SUL;0;0;0;0;0;1;TRABALHO;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;1;4;3;2
Y4441;BR;SAO PAULO;PATINETE;25/03/2019 10:18;MASCULINO;DE 10 A 20 SM;FORA - ZONA NORTE;1;0;0;0;1;0;LAZER;NAO;0;0;0;0;0;0;1; SIM;0;0;0;0;1;0;0; SIM;0;0;0;0;0;1;0;0;4;2;3;1;5
Y4442;BR;SAO PAULO;PATINETE;25/03/2019 10:20;MASCULINO;DE 03 A 05 SM;FORA - CENTRO;1;0;0;0;0;0;LAZER;SIM;1;0;0;0;0;0;0; SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;2;1;3;4;5
Y4443;BR;SAO PAULO;BICICLETA;25/03/2019 10:21;MASCULINO;MAIS DE 20 SM;DENTRO;0;0;0;0;1;0;OUTROS;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;5;1;2;3
Y4444;BR;SAO PAULO;PATINETE;25/03/2019 10:24;MASCULINO;DE 02 A 03 SM;FORA - ZONA NORTE;1;0;0;1;1;0;TRABALHO;SIM;1;1;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;4;2;3;1
Y4445;BR;SAO PAULO;PATINETE;25/03/2019 10:25;FEMININO;MAIS DE 20 SM;DENTRO;1;0;0;0;1;0;TRABALHO;SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;5;2;1;3
Y4446;BR;SAO PAULO;BICICLETA;25/03/2019 10:30;MASCULINO;DE 02 A 03 SM;DENTRO;0;0;0;0;0;1;TRABALHO;SIM;1;0;0;0;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;2;4;1;3
Y4447;BR;SAO PAULO;PATINETE;25/03/2019 10:37;MASCULINO;DE 10 A 20 SM;FORA - ZONA OESTE;1;0;0;0;1;0;LAZER;NAO;0;0;0;0;0;0;1; SIM;0;0;0;0;1;0;0; NAO;0;0;0;0;0;0;0;1;2;5;1;4;3
Y4448;BR;SAO PAULO;PATINETE;25/03/2019 10:44;FEMININO;DE 03 A 05 SM;DENTRO;0;0;0;0;1;0;OUTROS;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;3;4;5;1;2
Y4449;BR;SAO PAULO;PATINETE;25/03/2019 10:47;MASCULINO;DE 10 A 20 SM;FORA - ZONA LESTE;0;0;0;0;1;0;EDUCACAO;SIM;1;0;0;0;0;0;0; SIM;1;0;0;0;0;0;0; SIM;0;0;0;0;1;0;0;0;1;2;4;3;5
Y4450;BR;SAO PAULO;BICICLETA;25/03/2019 10:50;MASCULINO;DE 03 A 05 SM;FORA - ZONA OESTE;0;0;0;0;0;1;LAZER;SIM;1;1;0;0;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;1;2;3;4;5
Y4451;BR;SAO PAULO;BICICLETA;25/03/2019 10:55;MASCULINO;DE 01 A 02 SM;FORA - ZONA SUL;0;0;0;0;0;1;TRABALHO;SIM;1;1;0;0;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;2;4;3;1
Y4452;BR;SAO PAULO;BICICLETA;25/03/2019 10:56;MASCULINO;DE 10 A 20 SM;FORA - ZONA OESTE;1;0;0;0;0;0;OUTROS;SIM;1;0;0;0;0;0;0; SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;4;3;2;5;1
Y4453;BR;SAO PAULO;PATINETE;25/03/2019 10:56;MASCULINO;DE 02 A 03 SM;FORA - ZONA OESTE;1;0;0;0;1;0;LAZER;SIM;1;1;0;0;0;0;0; NAO;0;0;0;0;0;0;1; SIM;0;1;0;0;0;0;0;0;3;2;5;4;1
Y4454;BR;SAO PAULO;PATINETE;25/03/2019 10:59;MASCULINO;DE 03 A 05 SM;FORA - ZONA SUL;0;0;0;0;0;1;OUTROS;SIM;1;1;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;1;2;3;4;5
Y4455;BR;SAO PAULO;PATINETE;25/03/2019 11:04;MASCULINO;ATE 01 SM;FORA - ZONA OESTE;1;0;0;0;0;0;TRABALHO;SIM;1;0;0;0;0;0;0; SIM;1;1;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;1;2;3;5;4
Y4456;BR;SAO PAULO;PATINETE;25/03/2019 11:12;FEMININO;DE 03 A 05 SM;FORA - ZONA SUL;0;0;0;0;1;0;EDUCACAO;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;5;1;3;2
Y4457;BR;SAO PAULO;PATINETE;25/03/2019 11:18;FEMININO;DE 05 A 10 SM;FORA - ZONA OESTE;1;0;0;0;1;0;TRABALHO;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;2;3;1;5;4
Y4458;BR;SAO PAULO;PATINETE;25/03/2019 11:20;MASCULINO;DE 01 A 02 SM;FORA - CENTRO;0;0;0;1;1;0;TRABALHO;SIM;1;1;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;4;3;2;1
Y4459;BR;SAO PAULO;BICICLETA;25/03/2019 11:23;MASCULINO;DE 02 A 03 SM;FORA - ZONA SUL;0;0;0;0;1;0;TRABALHO;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;1;2;4;3;5
Y4460;BR;SAO PAULO;BICICLETA;25/03/2019 11:24;MASCULINO;ATE 01 SM;FORA - ZONA SUL;0;0;0;0;0;1;TRABALHO;SIM;0;0;0;0;1;0;0; SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;4;5;3;2;1
Y4461;BR;SAO PAULO;BICICLETA;25/03/2019 11:27;MASCULINO;DE 10 A 20 SM;FORA - ZONA SUL;0;0;0;0;0;1;TRABALHO;SIM;0;0;0;1;0;0;0; SIM;0;0;1;0;0;0;0; SIM;0;0;0;0;0;1;0;0;1;2;4;3;5
Y4462;BR;SAO PAULO;BICICLETA;25/03/2019 11:27;MASCULINO;DE 01 A 02 SM;FORA - ZONA OESTE;1;0;0;0;1;0;TRABALHO;SIM;0;0;0;0;0;1;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;1;3;5;2;4
Y4463;BR;SAO PAULO;PATINETE;25/03/2019 11:28;MASCULINO;DE 01 A 02 SM;FORA - CENTRO;0;0;0;0;0;1;TRABALHO;SIM;1;1;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;4;3;2;1
Y4464;BR;SAO PAULO;PATINETE;25/03/2019 11:34;MASCULINO;DE 03 A 05 SM;FORA - ZONA LESTE;0;0;0;0;0;1;LAZER;NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;4;3;2;1
Y4465;BR;SAO PAULO;PATINETE;25/03/2019 11:36;FEMININO;DE 05 A 10 SM;FORA - ZONA LESTE;0;0;0;0;1;0;LAZER;NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;4;3;2;1
Y4466;BR;SAO PAULO;BICICLETA;25/03/2019 11:39;MASCULINO;ATE 01 SM;FORA - ZONA SUL;0;0;0;0;0;1;OUTROS;SIM;1;1;0;0;1;1;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;1;2;3;4
Y4467;BR;SAO PAULO;BICICLETA;25/03/2019 11:41;MASCULINO;DE 01 A 02 SM;FORA - ZONA LESTE;0;0;0;0;0;1;TRABALHO;SIM;1;0;0;0;0;0;0; SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;0;1;4;5;3;2;1
Y4468;BR;SAO PAULO;PATINETE;25/03/2019 11:43;MASCULINO;DE 03 A 05 SM;FORA - ZONA NORTE;0;0;0;0;0;1;LAZER;NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;1;5;2;4;3
Y4469;BR;SAO PAULO;PATINETE;25/03/2019 11:47;FEMININO;DE 03 A 05 SM;FORA - ZONA NORTE;0;0;0;0;0;1;TRABALHO;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;2;1;4;3;5
Y4470;BR;SAO PAULO;PATINETE;25/03/2019 11:51;MASCULINO;MAIS DE 20 SM;DENTRO;1;0;0;0;1;0;LAZER;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; SIM;0;1;0;0;0;0;0;0;4;5;2;3;1
Y4471;BR;SAO PAULO;PATINETE;25/03/2019 11:52;MASCULINO;DE 10 A 20 SM;DENTRO;1;0;0;0;1;0;TRABALHO;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; SIM;0;0;0;0;0;1;0;0;5;4;3;2;1
Y4472;BR;SAO PAULO;BICICLETA;25/03/2019 11:53;FEMININO;DE 02 A 03 SM;FORA - ZONA SUL;0;0;0;0;1;0;TRABALHO;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;2;4;3;1
Y4473;BR;SAO PAULO;PATINETE;25/03/2019 12:02;MASCULINO;DE 05 A 10 SM;DENTRO;1;0;0;0;1;0;LAZER;SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;5;2;1;3
Y4474;BR;SAO PAULO;BICICLETA;25/03/2019 12:07;MASCULINO;MAIS DE 20 SM;FORA - CENTRO;0;0;0;1;1;0;OUTROS;SIM;0;0;0;1;0;0;0; SIM;1;1;0;0;0;0;0; SIM;1;0;0;0;0;1;0;0;3;4;1;5;2
Y4475;BR;SAO PAULO;BICICLETA;25/03/2019 12:08;FEMININO;DE 02 A 03 SM;FORA - ZONA SUL;0;0;0;0;0;1;LAZER;SIM;1;0;0;0;0;0;0; SIM;0;0;0;0;1;0;0; NAO;0;0;0;0;0;0;0;1;1;3;5;4;2
Y4476;BR;SAO PAULO;PATINETE;25/03/2019 12:10;FEMININO;DE 10 A 20 SM;DENTRO;0;0;0;0;1;0;EDUCACAO;SIM;0;1;1;0;0;0;0; NAO;0;0;0;0;0;0;1; SIM;0;0;0;0;0;1;0;0;5;4;1;3;2
Y4477;BR;SAO PAULO;PATINETE;25/03/2019 12:16;MASCULINO;DE 10 A 20 SM;FORA - ZONA NORTE;0;0;0;0;1;0;TRABALHO;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;5;1;3;2
Y4478;BR;SAO PAULO;BICICLETA;25/03/2019 12:20;MASCULINO;DE 05 A 10 SM;FORA - ZONA LESTE;0;0;0;0;0;1;OUTROS;SIM;1;0;0;0;1;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;4;5;2;3;1
Y4479;BR;SAO PAULO;PATINETE;25/03/2019 12:20;MASCULINO;DE 10 A 20 SM;FORA - ZONA SUL;1;0;0;0;1;0;TRABALHO;SIM;1;1;0;0;0;0;0; SIM;1;0;0;0;0;0;0; SIM;0;1;0;0;0;1;0;0;4;5;3;2;1
Y4480;BR;SAO PAULO;PATINETE;25/03/2019 12:22;MASCULINO;DE 03 A 05 SM;FORA - ZONA SUL;0;0;0;0;0;1;LAZER;SIM;1;1;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;1;3;2;4;5
Y4481;BR;SAO PAULO;BICICLETA;25/03/2019 12:34;MASCULINO;DE 02 A 03 SM;DENTRO;1;0;0;1;1;0;TRABALHO;SIM;0;1;0;0;0;0;0; NAO;0;0;0;0;0;0;1; SIM;0;0;0;0;1;0;0;0;2;1;3;4;5
Y4482;BR;SAO PAULO;BICICLETA;25/03/2019 12:34;FEMININO;DE 03 A 05 SM;FORA - ZONA SUL;0;0;0;1;1;0;LAZER;SIM;1;0;0;0;0;0;0; SIM;0;0;0;0;1;0;0; SIM;1;1;0;0;0;1;0;0;5;3;1;4;2
Y4483;BR;SAO PAULO;PATINETE;25/03/2019 12:51;MASCULINO;DE 05 A 10 SM;FORA - ZONA OESTE;0;0;0;0;1;0;LAZER;NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;1; SIM;0;0;0;0;1;0;0;0;2;5;1;4;3
Y4484;BR;SAO PAULO;PATINETE;25/03/2019 12:55;MASCULINO;DE 05 A 10 SM;FORA - ZONA SUL;1;0;0;0;1;0;TRABALHO;SIM;1;0;0;0;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;2;1;3;4;5
Y4485;BR;SAO PAULO;PATINETE;25/03/2019 12:55;FEMININO;MAIS DE 20 SM;DENTRO;0;0;0;0;0;1;COMPRAS;SIM;1;0;0;0;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;4;3;2;1
Y4486;BR;SAO PAULO;BICICLETA;25/03/2019 13:00;MASCULINO;MAIS DE 20 SM;DENTRO;0;0;0;0;1;0;EDUCACAO;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;2;1;4;3;5
Y4487;BR;SAO PAULO;PATINETE;25/03/2019 13:03;FEMININO;DE 10 A 20 SM;FORA - ZONA SUL;0;0;0;0;1;0;LAZER;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;2;1;4;5;3
Y4488;BR;SAO PAULO;PATINETE;25/03/2019 13:10;FEMININO;DE 05 A 10 SM;FORA - ZONA SUL;0;0;0;0;1;0;LAZER;SIM;0;1;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;2;3;4;1
Y4489;BR;SAO PAULO;BICICLETA;25/03/2019 13:14;MASCULINO;DE 10 A 20 SM;FORA - ZONA OESTE;0;0;0;0;0;1;TRABALHO;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;3;1;4;2
Y4490;BR;SAO PAULO;BICICLETA;25/03/2019 13:16;MASCULINO;DE 02 A 03 SM;FORA - ZONA SUL;0;0;0;0;0;1;TRABALHO;SIM;1;0;0;0;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;3;4;2;1;5
Y4491;BR;SAO PAULO;PATINETE;25/03/2019 13:17;MASCULINO;DE 10 A 20 SM;DENTRO;1;0;0;0;1;0;LAZER;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;1;2;3;4
Y4492;BR;SAO PAULO;BICICLETA;25/03/2019 13:20;MASCULINO;DE 10 A 20 SM;FORA - ZONA OESTE;0;0;0;0;1;0;TRABALHO;SIM;1;0;1;0;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;1;2;4;3;5
Y4493;BR;SAO PAULO;BICICLETA;25/03/2019 13:25;FEMININO;DE 01 A 02 SM;FORA - ZONA OESTE;0;0;0;0;0;1;OUTROS;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;1;4;5;3;2
Y4494;BR;SAO PAULO;BICICLETA;25/03/2019 13:30;MASCULINO;DE 05 A 10 SM;FORA - ZONA LESTE;1;0;0;0;0;0;OUTROS;SIM;1;0;0;0;1;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;1;4;3;2;5
Y4495;BR;SAO PAULO;PATINETE;25/03/2019 13:30;MASCULINO;DE 05 A 10 SM;FORA - ZONA LESTE;1;0;0;1;1;0;TRABALHO;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; SIM;0;0;0;0;0;1;0;0;5;3;2;1;4
Y4496;BR;SAO PAULO;BICICLETA;25/03/2019 13:33;FEMININO;ATE 01 SM;FORA - CENTRO;0;0;0;0;0;1;TRABALHO;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;5;4;3;2;1
Y4497;BR;SAO PAULO;PATINETE;25/03/2019 13:34;FEMININO;MAIS DE 20 SM;FORA - ZONA OESTE;0;0;0;0;1;0;TRABALHO;SIM;1;1;1;1;1;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;3;1;4;2
Y4498;BR;SAO PAULO;PATINETE;25/03/2019 13:36;MASCULINO;DE 01 A 02 SM;FORA - ZONA SUL;0;0;0;0;0;1;LAZER;NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;2;1;4;3;5
Y4499;BR;SAO PAULO;BICICLETA;25/03/2019 13:38;MASCULINO;DE 10 A 20 SM;FORA - ZONA SUL;0;0;0;0;1;0;OUTROS;SIM;0;0;1;0;0;0;0; NAO;0;0;0;0;0;0;1; NAO;0;0;0;0;0;0;0;1;1;5;3;4;2
Y4500;BR;SAO PAULO;BICICLETA;25/03/2019 13:38;MASCULINO;DE 05 A 10 SM;DENTRO;1;0;0;1;1;0;TRABALHO;SIM;1;1;0;0;0;0;0; NAO;0;0;0;0;0;0;1; SIM;0;0;0;0;0;1;0;0;1;2;3;4;5
Y4501;BR;SAO PAULO;BICICLETA;25/03/2019 13:41;MASCULINO;DE 02 A 03 SM;FORA - ZONA LESTE;0;0;0;0;0;1;LAZER;SIM;0;0;0;0;0;1;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;4;3;1;2
Y4502;BR;SAO PAULO;PATINETE;25/03/2019 13:46;MASCULINO;MAIS DE 20 SM;FORA - ZONA SUL;1;0;0;0;1;0;TRABALHO;SIM;1;0;0;0;0;0;0; SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;4;3;2;1
Y4503;BR;SAO PAULO;PATINETE;25/03/2019 13:51;MASCULINO;MAIS DE 20 SM;DENTRO;0;0;0;0;1;0;COMPRAS;SIM;1;0;0;0;0;0;0; NAO;0;0;0;0;0;0;1; SIM;0;0;0;0;0;1;0;0;1;2;5;4;3
Y4504;BR;SAO PAULO;BICICLETA;25/03/2019 13:55;MASCULINO;DE 05 A 10 SM;FORA - ZONA SUL;0;0;0;0;1;0;TRABALHO;SIM;1;0;0;0;0;0;0; SIM;0;1;0;0;0;0;0; NAO;0;0;0;0;0;0;0;1;5;4;3;2;1
